10,8,10.48292928,10.90465272,15.62655789,8.571511964,9.151598141,10.40400025,15.61482812,13.10442983,13.56960148,8.789041781,13.84477534,13.47076605,9.568900059,10.36837211,9.175800987,13.0338239,9.968916075,10.29170507,8.4901792,10.33049151,15.09817052,9.470975631,10.27587298,10.60990016,10.23432848,15.64896813,15.34095078,15.14008503,9.274956704,9.710168507,8.094784869,11.57699676,15.49673188,15.28355454,12.04040866,15.93079537,10.67520862,8.400958491,8.196025051,10.65051895,8.102457644,11.44420859,8.850323204,13.2150428,9.934160468,14.94788025,9.00568678,14.00065585,9.3781609,15.15256056,11.46473641,10.73293937,11.75771406,9.331107615,12.09170475,8.517117232,14.95624331,14.18327679,13.88826406,10.89768918,12.9279957,11.21680986,14.36017484,14.27296582,8.727919445,13.49743909,8.548799668,9.755619746,10.06695504,14.84246488,11.10555321,11.58778077,14.67483141,14.91512014
11,10,12.27967539,14.4415487,15.06279502,10.49921509,15.55429616,11.45112678,19.93984043,10.6365079,19.52022482,13.99918348,12.38860524,19.30001022,13.76636252,10.33059651,11.49693107,12.99453772,17.14873836,12.60483121,17.99198584,16.70023476,14.52370091,17.05010293,16.90809489,15.30610857,12.2712265,14.55278011,19.53969245,17.92274386,10.61623798,14.19370938,10.84799801,11.51983109,10.35400081,13.29199417,11.05349869,16.64856556,10.97955168,11.44080104,15.55400137,15.80984805,19.21933611,15.58624393,15.50132476,15.22107566,12.32308675,16.77314068,14.06504728,14.76873676,12.1287332,16.30752003,11.27245639,15.40139339,19.92017508,16.24197013,18.40892119,17.67878467,14.51788777,12.95122972,18.36227837,14.39902318,18.32897,13.73060794,12.9586913,16.04991686,11.97965956,19.87777886,16.13684372,16.18169707,16.39228948,14.5350518,13.24313353,11.47469397,18.36240789,11.6688761
12,16,19.63911429,17.45587628,27.68102294,18.9185084,31.15217008,31.71424326,27.8344647,30.10656525,26.74865387,16.26333136,25.91057747,30.03451062,16.72766072,17.51481662,21.36865454,23.8392141,21.60809284,30.52882256,27.94780369,16.06757939,24.885597,25.13616573,20.3506263,22.15547964,18.34066727,23.38773504,31.63373886,31.42585802,28.06943684,24.05471484,22.67372493,21.21333929,25.03957738,28.31988149,18.14100012,30.57623882,19.03419259,24.44942554,19.13573148,19.30075984,24.12265276,20.04037749,17.0074143,20.2958342,19.74936881,25.17721107,16.77437829,31.67894183,27.53613425,24.37946358,23.53853495,28.45203654,18.54519458,18.32944869,16.65652893,30.13381763,16.75203379,27.88523476,27.54817601,19.07455367,22.13358942,21.8280902,30.22037606,20.14810099,31.7407864,24.03930994,30.23291934,21.24976835,22.91508666,28.6347332,30.29952231,25.09552618,17.8635245,24.83029605
13,18,25.4825972,23.56529731,19.26036174,33.45852567,35.82817262,20.53772431,23.1188523,35.11103921,32.83073902,26.63880401,19.6872144,30.72855276,25.42022859,24.33107538,20.56851553,19.90027595,29.16334823,26.11947761,24.758258,27.0010512,33.18437785,32.19721098,26.67081439,35.55740182,26.27267748,25.84047852,31.5317659,32.09257425,19.81660471,26.35611173,22.5509155,34.34309626,20.65100307,30.39426855,34.1396778,19.41611341,23.70768859,25.36161689,27.08751771,29.60595395,22.38110986,26.73537621,33.34174678,20.41476343,18.69589691,33.61399427,19.48518671,23.99041471,19.03693013,26.03153392,24.53307622,25.45685359,34.16235532,32.90840357,33.389107,21.27281174,20.11195976,32.29179113,32.18446517,25.8796791,20.46786853,28.07551976,23.02365228,35.75159847,25.80938574,27.82178843,25.62120479,26.3587278,33.70526617,30.35641534,19.68852169,32.5699924,29.88416082,18.582311
14,20,37.9704403,30.83191887,30.66795751,28.20405859,32.36769718,27.96017367,28.55806083,27.10972502,24.54105245,23.70286715,25.89544356,34.9491648,36.93695748,28.17999969,32.67622851,29.4790405,31.56335142,38.91552026,37.38791246,21.91659588,23.92913914,36.53280597,39.31282466,20.9009134,21.19756809,34.22407216,33.39894565,34.48725408,21.42808509,34.53725296,20.29371079,29.35711623,39.8701375,33.70478213,37.47398549,38.78763006,34.92615775,33.69987538,37.84078308,23.23645329,31.19313996,26.85421101,26.4506317,30.31809428,31.36378581,20.32464128,37.72699372,35.54712642,30.77442178,33.21863735,36.83471618,23.97063413,27.97529149,22.47296236,35.07221651,31.35263706,22.79495339,22.98832354,22.93550061,20.70543428,22.96394308,25.76254498,30.98873773,20.76383792,38.01975478,26.45082631,36.09237028,39.40341173,25.16911759,27.41257986,38.59994317,31.12200235,33.12546635,21.86339634
15,22,35.77208261,38.13283627,34.24499724,25.96688693,25.42817958,34.29265037,33.47266184,35.64667986,33.36691618,39.16191291,26.31248532,40.94569059,31.08534498,41.69373364,24.58765957,40.58802031,34.7602875,25.10427579,22.66891446,25.65076529,25.75107132,39.67728384,27.61707656,30.43627359,36.43068603,33.66094919,36.14084622,43.86072722,35.89915199,24.30077365,42.85637129,25.40132692,42.26614328,31.53663915,27.37299285,27.73653447,27.65729673,25.66163883,28.64480826,24.32994741,22.70563801,28.75305052,25.21133501,35.00265019,40.29556903,27.16194495,23.02447683,37.92202665,34.83350571,39.19041674,34.25927038,37.53876866,42.28472412,41.89074907,25.91166059,32.1544979,25.63964395,32.14039066,42.40056648,32.46513332,23.50579096,40.77008791,38.22259465,24.45488186,24.67315261,38.38062797,32.60232752,39.31380067,32.93799705,31.49710424,24.44250489,41.60991771,23.89487922,28.9965322
16,24,44.32108172,25.09211548,34.99342934,30.62584128,31.59013811,40.13446902,30.37233799,36.63388679,40.86113294,37.51191754,46.96522615,43.53234646,35.56829371,33.82013006,25.83104616,28.3453532,46.76963202,39.45084076,37.65051683,25.6965579,44.91219937,25.86731863,41.74281761,35.64933935,31.82595006,31.16436735,45.84662436,30.24325699,25.42166621,25.24687895,46.86938626,34.3394971,33.56499333,47.69420137,42.16749132,40.08760127,47.85317676,25.48204456,27.51063426,32.63125686,36.75368612,30.27054943,30.19398903,32.57437317,45.76671209,47.46297029,40.26433376,38.19695574,25.63667297,45.41431086,35.48195445,42.01500391,36.46051964,41.27155718,43.91751144,32.92420023,29.95637863,44.78517173,41.75426926,43.69655853,32.5405565,41.35059889,25.60310073,46.22888143,39.13422912,25.84580611,39.46123006,45.51646049,29.1725943,42.13935227,41.53750365,24.48387851,46.38022008,33.67445216
17,20,25.22741588,39.26802249,33.07609634,33.90002342,24.51252104,25.58756555,36.64273288,26.36979206,30.17446545,37.06522237,29.0899217,25.13535192,36.01846614,37.19245921,23.71707661,26.18709464,32.79622068,24.58687909,29.46923559,38.14766275,39.38134113,35.68927527,22.35735076,38.61056148,34.20710927,34.34886197,26.66137229,36.2866813,20.20871731,34.89374176,37.23552942,26.7347443,31.24362604,29.98050317,30.45809839,20.37773263,33.93124786,33.05693179,36.75382476,39.77393854,27.31234584,34.68720276,38.02396513,20.6280466,35.68260382,21.0658694,27.80226712,25.87834457,24.54006715,39.47853632,24.44090759,36.70461573,33.04789729,28.08230203,39.94150439,31.48932491,33.62271628,26.13045604,26.37192738,31.95832833,24.6107609,22.62854483,38.06038046,35.77756847,39.79392614,27.00419437,22.34032588,22.93404965,32.10518475,39.27187354,35.44656537,26.27953184,25.55229146,21.85851108
18,15,24.40178686,29.38754954,24.89561188,23.06209942,17.92716303,23.08829445,26.54973153,16.81541996,18.09942565,18.0438762,16.48157848,22.81438818,28.87825343,21.20049186,27.88193431,19.51865019,17.16186485,21.55567983,20.19020641,28.58337652,16.034536,19.58752598,27.77476735,21.55361139,22.20940396,15.97311,22.27596296,19.34305971,22.12784931,28.08547201,27.75690187,26.48431021,17.61098326,18.53570403,21.61232582,19.86133132,24.99251196,20.64801906,20.29848395,18.63581149,26.88318235,15.67499434,19.69385938,28.45671087,18.1958503,19.49622223,29.60970343,22.15047486,15.14974922,29.85245896,26.77381639,29.65054393,26.21945264,24.87556918,29.78992367,25.36607077,16.58764629,18.98500203,27.38320874,24.00226695,21.64639278,16.29388623,20.23372327,25.9537367,26.85597308,29.9888083,26.09231586,29.39553575,25.08676739,24.14909084,17.91259928,17.04600402,24.96952939,18.14828183
19,14,22.5225929,24.81309316,25.80624923,27.6647532,18.84194167,22.62040865,18.01016061,27.41790652,16.09323378,25.69675599,20.32587365,16.75664776,15.42236736,24.17746612,21.08363621,25.47280092,15.65664743,17.09271875,19.6984622,27.66906445,15.8878883,23.30379714,15.94109269,25.40434682,22.75422692,15.86568941,14.88301292,17.879284,19.69806979,14.53844877,25.97514281,15.89778103,24.79793571,21.37066486,23.6096001,15.00142659,22.39424764,26.19176573,16.23302368,27.51938683,17.12272596,23.10693828,15.41096241,16.10852726,23.97389481,23.96398833,27.59909507,19.75598713,21.94125707,15.22591794,26.13086773,24.39222696,17.84825729,24.87071414,25.29586735,25.95534679,22.13558205,21.50740327,24.965618,18.67767171,20.0285864,14.2630517,14.81316795,14.52248985,19.23870788,16.91938592,26.62920234,20.87056106,24.61961805,16.99493442,27.56247053,14.33462256,25.66138491,16.84730109
20,13,19.74823126,25.40934335,13.31807312,21.7946757,14.6490869,17.92145423,22.74602209,13.04240706,14.76592346,13.67589827,14.98356054,24.4925231,20.29848058,21.91674571,25.53875862,13.54381024,13.16276756,19.62905935,25.00792357,14.46237658,15.62643643,20.69254428,14.76742831,20.91505225,13.66385924,17.9356467,23.81992913,22.5976702,15.87141889,19.03548108,13.24630702,18.69572514,23.7730945,21.78316731,17.999555,25.09085629,25.85832758,22.26643441,22.9245941,16.24688915,13.47936791,15.00843663,23.92717696,15.61893491,22.34211816,15.16289339,25.71457859,24.02489027,23.95130152,20.6062978,15.81170969,25.17841437,21.21966864,14.5257531,20.70524633,20.33937706,17.09730064,22.71554212,14.64646597,16.71240149,16.3310889,16.45671036,17.04929002,15.66278944,14.82057814,24.48982443,16.76988911,25.46945784,20.35431555,25.87025963,25.30725829,21.46232973,24.06694373,25.79143522
21,12,19.35854071,12.25329021,18.73818009,22.89320651,23.01067624,22.47335894,18.47506271,20.43937162,16.2364193,14.14764463,13.55548974,19.1174152,20.85585825,13.70326044,19.43052292,16.04362947,14.25330378,13.15643992,14.44283225,20.38193414,19.17086551,18.22854747,17.97566987,22.17938718,16.01205721,18.07179057,14.84927804,21.02134201,17.41503906,15.73237004,16.39213571,23.7762374,13.88563962,13.09664004,14.52808612,13.17222493,16.96282683,21.66800168,13.62192929,18.19929574,17.77871524,20.5682591,12.15909902,12.51974251,12.15746921,12.62629743,22.50636016,18.62048198,19.52066639,22.44126334,23.96303306,22.80496412,16.59381563,18.40957346,13.71627461,16.80478576,16.67747573,17.38227245,15.44743698,13.59770189,17.38247929,19.30868837,15.25136559,13.86593979,20.37049459,22.7826904,14.34686234,20.39992392,22.24413571,16.88463398,17.10742712,18.81066916,21.25956465,17.59204497
22,10,18.99851101,17.12097707,18.40398,18.07262301,16.44525051,17.75327239,16.82867751,17.3687661,12.7585437,16.89697689,16.92827856,13.21169852,17.58153762,18.5132817,13.48212086,19.18693658,11.90851815,15.36134559,17.71887123,13.29363556,18.27747644,18.27361026,15.8786759,17.7972578,11.30484241,17.24723872,10.87034593,10.80959955,16.44396074,15.67302083,12.31904242,10.99526024,13.7461314,16.4037693,13.09038155,17.7128235,15.80479436,13.58950468,18.38723217,18.73265023,13.86867822,13.70701632,16.84074468,13.13164373,14.49210002,11.96797371,10.98806822,15.07301493,17.75812532,10.65091394,17.73687681,12.97913154,12.3760929,18.40270737,15.96686824,12.64786751,12.13481225,18.09338962,12.90715872,16.14975074,17.72106081,19.43138487,17.18864387,16.16981115,16.64226553,19.5367947,14.10228825,16.47217145,16.80831522,15.33580256,15.96868001,19.03277262,19.73855337,17.73290338
23,8,14.28218629,10.57439307,9.487403497,10.1275441,10.7790584,11.8252422,11.89926894,12.88188206,15.7122117,9.941520601,12.24492009,9.084803047,14.39910654,14.52645814,8.251330278,9.9403489,9.727282463,12.75303021,9.699312439,10.5631211,8.467241742,14.02882257,12.31141011,15.6724567,8.220962343,12.29049156,11.38952852,15.90151968,15.25094758,11.07029675,15.64397999,9.283171924,9.692811978,8.31837185,13.96668527,10.7462552,13.89506603,8.362276524,8.273315377,8.390071123,15.26826508,10.10568352,11.26714989,12.01826823,12.19380407,14.77638226,9.459715687,8.290356586,10.208204,12.35519587,14.47556727,12.5958721,10.19855678,8.975255633,12.84841331,9.311942869,15.04087505,8.092110398,9.210604084,9.439355898,15.45515511,8.789787937,12.63822578,14.43563647,15.95017808,9.59073465,15.76605715,12.90358783,11.02173597,9.971931034,11.3556784,14.72464946,8.833255387,8.321363634
24,8,14.21283565,8.580022598,11.8667336,8.168096633,13.41914696,8.653842111,13.86890272,8.868163795,9.371576594,11.90314591,11.93955529,10.18755811,12.87566872,9.870369786,8.78736092,12.06919724,12.68982765,15.07437127,10.12401327,14.4502987,15.86057575,10.15354456,14.04086586,8.102143828,14.85886338,15.07846186,13.23726528,12.10045072,10.85877089,10.48014088,14.53178051,14.82827539,11.80865025,9.379104018,8.963399434,12.3295323,15.95507385,13.07345157,11.31044782,15.3139335,15.07435187,12.26547994,9.020031605,12.94443846,14.78474905,13.26675339,8.255178297,9.077951441,14.53485774,11.45522218,10.66941955,13.8319954,15.5431719,9.678078311,8.37611318,12.02703777,8.510367671,9.105601704,8.223987526,14.97506577,9.515792131,15.78689715,8.642290865,12.50893476,14.08577615,13.47073529,8.010977905,12.91488957,12.95184331,10.18371811,10.93567007,14.79287014,9.108353031,9.424694486
